Trip_ID,Pickup_DateTime,Drop_DateTime,Pickup_Location,Drop_Location,City,Fare_Amount,Payment_Type
T002949,2024-09-10 22:41:00,2024-09-10 23:54:00,Janakpuri,Metro Station,Delhi,997.88,Online
T004622,2024-09-14 13:24:00,2024-09-14 14:18:00,Kukatpally,ITC Kakatiya,Hyderabad,522.81,Online
T002011,2024-09-06 21:58:00,2024-09-06 23:00:00,Noida,Lotus Temple,Delhi,497.24,Online
T000962,2024-09-03 05:35:00,2024-09-03 06:47:00,Kothrud,MG Road,Pune,860.65,Online
T001275,2024-09-04 19:57:00,2024-09-04 20:18:00,HSR Layout,Commercial Street,Bangalore,608.27,Online
T003562,2024-09-12 19:56:00,2024-09-12 21:14:00,Pune Airport,Rajiv Gandhi IT Park,Pune,612.06,Online
T002642,2024-09-09 09:13:00,2024-09-09 10:39:00,Begumpet,University of Hyderabad,Hyderabad,464.42,Online
T005342,2024-09-16 05:19:00,2024-09-16 06:06:00,Banashankari,Commercial Street,Bangalore,514.78,Cash
T004687,2024-09-14 11:47:00,2024-09-14 13:12:00,HSR Layout,Lalbagh,Bangalore,735.01,Online
T006521,2024-09-20 12:48:00,2024-09-20 13:06:00,Pune Airport,Ruby Hall Clinic,Pune,443.92,Online
T002266,2024-09-07 09:10:00,2024-09-07 09:33:00,Hadapsar,MG Road,Pune,311.34,Online
T001927,2024-09-06 13:04:00,2024-09-06 13:20:00,Hadapsar,MG Road,Pune,185.07,Online
T001405,2024-09-04 19:07:00,2024-09-04 20:08:00,Malleshwaram,KR Market,Bangalore,522.44,Cash
T003650,2024-09-12 17:59:00,2024-09-12 18:54:00,Andheri,Station,Mumbai,522.52,Cash
T000133,2024-09-01 08:23:00,2024-09-01 09:31:00,FC Road,Pashan Lake,Pune,558.54,Cash
T006278,2024-09-19 20:31:00,2024-09-19 21:34:00,Rajiv Gandhi Airport,Forum Mall,Hyderabad,758.22,Online
T006572,2024-09-20 07:06:00,2024-09-20 07:48:00,Electronic City,Chinnaswamy Stadium,Bangalore,492.44,Online
T004046,2024-09-13 11:33:00,2024-09-13 12:37:00,Noida,India Gate,Delhi,462.59,Online
T002288,2024-09-07 09:54:00,2024-09-07 10:28:00,Gachibowli,Golconda Fort,Hyderabad,407.13,Cash
T002931,2024-09-10 12:14:00,2024-09-10 13:04:00,Dwarka,India Gate,Delhi,247.03,Online
T003873,2024-09-12 10:19:00,2024-09-12 11:11:00,HSR Layout,KR Market,Bangalore,290.44,Cash
T002547,2024-09-08 17:49:00,2024-09-08 18:16:00,Airport,Port,Mumbai,463.6,Online
T003204,2024-09-10 16:48:00,2024-09-10 18:15:00,Dwarka,Tech Park,Delhi,937.64,Online
T005402,2024-09-16 11:47:00,2024-09-16 12:04:00,Downtown,Hospital,Mumbai,337.15,Cash
T004833,2024-09-15 15:55:00,2024-09-15 17:19:00,Anna Nagar,Fort St George,Chennai,802.98,Online
T004787,2024-09-15 18:32:00,2024-09-15 18:47:00,HSR Layout,UB City Mall,Bangalore,558.89,Online
T006695,2024-09-15 20:45:00,2024-09-15 21:34:00,Hadapsar,MG Road,Pune,-0.5,Online
T005735,2024-09-17 16:48:00,2024-09-17 17:55:00,HSR Layout,Victoria Hospital,Bangalore,490.21,Online
T000293,2024-09-01 08:32:00,2024-09-01 08:46:00,Andheri,University,Mumbai,628.22,Online
T006164,2024-09-18 08:20:00,2024-09-18 08:42:00,Viman Nagar,Pune Station,Pune,650.61,Online
T006564,2024-09-20 13:25:00,2024-09-20 14:39:00,Deccan,JW Marriott,Pune,560.48,Cash
T000890,2024-09-03 20:55:00,2024-09-03 21:05:00,Whitefield,Cubbon Park,Bangalore,631.47,Cash
T006489,2024-09-20 10:19:00,2024-09-20 11:01:00,IGI Airport,Metro Station,Delhi,553.46,Cash
T002764,2024-09-09 12:41:00,2024-09-09 13:01:00,LB Nagar,HITEC City,Hyderabad,324.2,Online
T001311,2024-09-04 16:03:00,2024-09-04 16:13:00,Chennai Airport,IIT Madras,Chennai,329.65,Cash
T003333,2024-09-11 07:01:00,2024-09-11 07:28:00,Colaba,Station,Mumbai,261.82,Online
T002612,2024-09-08 17:48:00,2024-09-08 18:52:00,Mylapore,Taj Coromandel,Chennai,596.85,Online
T001470,2024-09-04 22:50:00,2024-09-05 00:18:00,MG Road,ITC Gardenia,Bangalore,963.83,Online
T006613,2024-09-20 22:42:00,2024-09-20 23:20:00,Electronic City,Manyata Tech Park,Bangalore,596.23,Cash
T001309,2024-09-04 06:16:00,2024-09-04 06:26:00,Baner,Pashan Lake,Pune,376.07,Online
T005675,2024-09-17 16:23:00,2024-09-17 17:27:00,Tambaram,IIT Madras,Chennai,743.75,Online
T000468,2024-09-02 08:54:00,2024-09-02 10:20:00,Secunderabad,University of Hyderabad,Hyderabad,832.71,Online
T002894,2024-09-10 12:14:00,2024-09-10 12:33:00,Banjara Hills,HITEC City,Hyderabad,238.34,Online
T004005,2024-09-13 21:13:00,2024-09-13 22:32:00,Wakad,Phoenix Mall,Pune,502.9,Cash
T002142,2024-09-07 08:51:00,2024-09-07 10:20:00,Indiranagar,IISc Campus,Bangalore,1123.03,Online
T004551,2024-09-14 18:59:00,2024-09-14 19:31:00,Baner,Rajiv Gandhi IT Park,Pune,508.91,Online
T005205,2024-09-16 18:41:00,2024-09-16 19:49:00,Porur,Central Station,Chennai,559.2,Online
T004589,2024-09-14 19:51:00,2024-09-14 21:04:00,Uppal,Secunderabad Station,Hyderabad,724.4,Online
T006117,2024-09-18 18:39:00,2024-09-18 19:55:00,Andheri,Hospital,Mumbai,1357.49,Online
T003717,2024-09-12 19:41:00,2024-09-12 20:13:00,Kothrud,Pune Station,Pune,463.0,Online
T004792,2024-09-15 04:50:00,2024-09-15 05:35:00,Thane,Hospital,Mumbai,849.89,Online
T003280,2024-09-10 18:58:00,2024-09-10 19:51:00,Anna Nagar,Express Avenue,Chennai,958.86,Cash
T004408,2024-09-14 14:43:00,2024-09-14 15:40:00,IGI Airport,Red Fort,Delhi,611.17,Online
T006057,2024-09-18 20:17:00,2024-09-18 21:02:00,Banashankari,Lalbagh,Bangalore,531.31,Online
T004666,2024-09-14 07:11:00,2024-09-14 08:11:00,Adyar,Central Station,Chennai,655.22,Online
T002825,2024-09-09 07:52:00,2024-09-09 08:39:00,Porur,Express Avenue,Chennai,766.14,Online
T003618,2024-09-12 09:13:00,2024-09-12 10:27:00,Anna Nagar,Central Station,Chennai,813.73,Cash
T003672,2024-09-12 09:49:00,2024-09-12 10:35:00,Colaba,Office Complex,Mumbai,561.63,Cash
T005634,2024-09-17 15:42:00,2024-09-17 16:36:00,OMR,Central Station,Chennai,424.66,Online
T003403,2024-09-11 17:04:00,2024-09-11 17:22:00,Velachery,Pondy Bazaar,Chennai,343.2,Online
T000355,2024-09-01 09:07:00,2024-09-01 10:18:00,Connaught Place,Shopping Mall,Delhi,1817.66,Online
T003062,2024-09-10 10:36:00,2024-09-10 12:00:00,Banjara Hills,Secunderabad Station,Hyderabad,795.2,Online
T003614,2024-09-12 19:03:00,2024-09-12 19:50:00,Colaba,Mall,Mumbai,321.66,Online
T005538,2024-09-17 11:42:00,2024-09-17 11:59:00,Porur,Taj Coromandel,Chennai,443.5,Online
T004879,2024-09-15 08:52:00,2024-09-15 09:10:00,Banashankari,IISc Campus,Bangalore,337.18,Online
T003860,2024-09-12 17:30:00,2024-09-12 17:49:00,Gurgaon,AIIMS,Delhi,635.9,Cash
T004164,2024-09-13 17:50:00,2024-09-13 18:50:00,Aundh,Ruby Hall Clinic,Pune,431.92,Online
T005204,2024-09-16 18:20:00,2024-09-16 18:35:00,Noida,Lotus Temple,Delhi,375.66,Online
T005185,2024-09-16 22:17:00,2024-09-16 22:48:00,Viman Nagar,JW Marriott,Pune,252.34,Online
T006251,2024-09-19 08:36:00,2024-09-19 08:53:00,Malleshwaram,Manyata Tech Park,Bangalore,296.55,Online
T000688,2024-09-03 13:46:00,2024-09-03 15:14:00,Viman Nagar,Pune Station,Pune,842.86,Online
T002237,2024-09-07 19:22:00,2024-09-07 20:42:00,Kurla,Hospital,Mumbai,809.78,Online
T003900,2024-09-12 07:48:00,2024-09-12 08:24:00,Colaba,University,Mumbai,377.06,Online
T000324,2024-09-01 18:00:00,2024-09-01 19:01:00,Andheri,Stadium,Mumbai,768.54,Online
T006296,2024-09-19 22:54:00,2024-09-19 23:45:00,Kondapur,Charminar,Hyderabad,376.96,Online
T006528,2024-09-20 07:40:00,2024-09-20 08:34:00,Anna Nagar,Fort St George,Chennai,715.47,Online
T000681,2024-09-03 08:16:00,2024-09-03 09:12:00,Mylapore,Fort St George,Chennai,1432.0,Online
T003434,2024-09-11 15:05:00,2024-09-11 16:29:00,Karol Bagh,Shopping Mall,Delhi,654.3,Online
T005427,2024-09-17 06:53:00,2024-09-17 07:18:00,Viman Nagar,Pashan Lake,Pune,407.04,Online
T000512,2024-09-02 15:57:00,2024-09-02 16:33:00,Thane,University,Mumbai,624.29,Online
T005554,2024-09-17 09:16:00,2024-09-17 10:21:00,Vasant Kunj,Red Fort,Delhi,604.54,Online
T005309,2024-09-16 09:18:00,2024-09-16 10:10:00,T Nagar,Pondy Bazaar,Chennai,843.09,Online
T002339,2024-09-07 17:37:00,2024-09-07 19:01:00,Tambaram,Express Avenue,Chennai,749.2,Online
T002544,2024-09-08 09:43:00,2024-09-08 10:42:00,Electronic City,Lalbagh,Bangalore,472.05,Cash
T006414,2024-09-19 08:12:00,2024-09-19 08:45:00,Powai,Station,Mumbai,505.78,Online
T005330,2024-09-16 15:54:00,2024-09-16 16:19:00,Kondapur,Lumbini Park,Hyderabad,163.79,Cash
T005290,2024-09-16 12:06:00,2024-09-16 12:24:00,Adyar,Pondy Bazaar,Chennai,387.45,Online
T004196,2024-09-13 19:55:00,2024-09-13 20:18:00,IGI Airport,Shopping Mall,Delhi,678.1,Online
T005123,2024-09-15 07:58:00,2024-09-15 08:42:00,Banashankari,Commercial Street,Bangalore,281.6,Online
T005094,2024-09-15 07:13:00,2024-09-15 07:57:00,Koramangala,Chinnaswamy Stadium,Bangalore,787.14,Online
T000884,2024-09-03 08:24:00,2024-09-03 09:27:00,Wakad,Shaniwar Wada,Pune,538.35,Online
T002792,2024-09-09 16:39:00,2024-09-09 17:39:00,Malleshwaram,ITC Gardenia,Bangalore,737.06,Online
T000747,2024-09-03 09:24:00,2024-09-03 10:02:00,Guindy,Taj Coromandel,Chennai,692.56,Online
T002523,2024-09-08 17:19:00,2024-09-08 17:44:00,Uppal,HITEC City,Hyderabad,419.01,Online
T001341,2024-09-04 08:27:00,2024-09-04 09:52:00,IGI Airport,Tech Park,Delhi,735.12,Online
T002874,2024-09-10 20:05:00,2024-09-10 20:33:00,Baner,COEP Campus,Pune,787.26,Cash
T001462,2024-09-04 15:02:00,2024-09-04 15:49:00,Janakpuri,DU Campus,Delhi,622.65,Online
T006236,2024-09-19 10:30:00,2024-09-19 11:08:00,Jayanagar,IISc Campus,Bangalore,386.71,Cash
T006430,2024-09-20 18:26:00,2024-09-20 19:37:00,Secunderabad,Apollo Hospitals,Hyderabad,1718.46,Online
T000187,2024-09-01 09:04:00,2024-09-01 09:41:00,Gurgaon,Five Star Hotel,Delhi,625.81,Online
T003542,2024-09-12 19:28:00,2024-09-12 20:51:00,Powai,Port,Mumbai,744.46,Cash
T002976,2024-09-10 20:41:00,2024-09-10 21:49:00,Guindy,Apollo Hospital,Chennai,631.26,Cash
T004638,2024-09-14 20:58:00,2024-09-14 22:09:00,Colaba,Mall,Mumbai,321.32,Online
T002293,2024-09-07 17:48:00,2024-09-07 18:47:00,Malleshwaram,IISc Campus,Bangalore,563.48,Online
T002683,2024-09-09 07:02:00,2024-09-09 08:04:00,Gurgaon,Metro Station,Delhi,521.11,Online
T001640,2024-09-05 09:06:00,2024-09-05 09:56:00,Connaught Place,Shopping Mall,Delhi,1420.39,Online
T005339,2024-09-16 22:05:00,2024-09-16 22:56:00,Velachery,Apollo Hospital,Chennai,497.26,Online
T005658,2024-09-17 11:15:00,2024-09-17 11:37:00,Dwarka,DU Campus,Delhi,442.88,Online
T003740,2024-09-12 19:24:00,2024-09-12 20:26:00,Porur,Marina Beach,Chennai,564.01,Online
T004452,2024-09-14 11:37:00,2024-09-14 12:57:00,HSR Layout,ITC Gardenia,Bangalore,688.8,Online
T003371,2024-09-11 01:13:00,2024-09-11 01:54:00,Rohini,Five Star Hotel,Delhi,473.22,Online
T001244,2024-09-04 10:58:00,2024-09-04 12:20:00,Indiranagar,IISc Campus,Bangalore,766.15,Cash
T002418,2024-09-08 08:12:00,2024-09-08 09:05:00,Hadapsar,COEP Campus,Pune,311.16,Cash
T005441,2024-09-17 20:59:00,2024-09-17 22:05:00,Downtown,University,Mumbai,1179.25,Online
T000593,2024-09-02 08:19:00,2024-09-02 08:29:00,Worli,University,Mumbai,493.18,Online
T001020,2024-09-03 07:03:00,2024-09-03 07:43:00,Begumpet,HITEC City,Hyderabad,294.19,Online
T000870,2024-09-03 21:27:00,2024-09-03 22:52:00,Banjara Hills,Laad Bazaar,Hyderabad,321.47,Online
T004219,2024-09-13 10:58:00,2024-09-13 12:00:00,Banjara Hills,Golconda Fort,Hyderabad,516.51,Cash
T005336,2024-09-16 19:10:00,2024-09-16 20:38:00,Worli,University,Mumbai,805.49,Online
T001955,2024-09-06 08:15:00,2024-09-06 09:34:00,OMR,Taj Coromandel,Chennai,946.09,Online
T001664,2024-09-05 13:17:00,2024-09-05 14:35:00,Electronic City,KR Market,Bangalore,595.24,Online
T003510,2024-09-11 19:29:00,2024-09-11 20:18:00,Dwarka,AIIMS,Delhi,547.15,Online
T006138,2024-09-18 16:14:00,2024-09-18 16:47:00,Janakpuri,Shopping Mall,Delhi,618.64,Online
T006234,2024-09-19 07:02:00,2024-09-19 08:03:00,OMR,Central Station,Chennai,250.65,Online
T005291,2024-09-16 12:54:00,2024-09-16 14:08:00,T Nagar,IIT Madras,Chennai,649.36,Online
T005051,2024-09-15 17:33:00,2024-09-15 19:00:00,IGI Airport,India Gate,Delhi,998.42,Online
T006084,2024-09-18 20:02:00,2024-09-18 20:59:00,HSR Layout,IISc Campus,Bangalore,1187.38,Online
T002064,2024-09-07 20:10:00,2024-09-07 21:00:00,Jayanagar,Cubbon Park,Bangalore,645.58,Online
T003312,2024-09-11 14:08:00,2024-09-11 14:57:00,Downtown,University,Mumbai,386.14,Cash
T000803,2024-09-03 20:28:00,2024-09-03 20:53:00,Bandra,Hospital,Mumbai,185.52,Online
T003220,2024-09-10 20:30:00,2024-09-10 20:42:00,Dwarka,Metro Station,Delhi,1148.93,Online
T000295,2024-09-01 06:32:00,2024-09-01 07:29:00,LB Nagar,HITEC City,Hyderabad,687.82,Online
T004086,2024-09-13 08:55:00,2024-09-13 09:55:00,Chennai Airport,IIT Madras,Chennai,422.6,Online
T003366,2024-09-11 18:48:00,2024-09-11 19:21:00,Whitefield,IISc Campus,Bangalore,1485.59,Cash
T001951,2024-09-06 07:50:00,2024-09-06 08:11:00,Koramangala,Commercial Street,Bangalore,530.08,Cash
T005900,2024-09-18 06:19:00,2024-09-18 07:38:00,Porur,Fort St George,Chennai,860.16,Cash
T003329,2024-09-11 23:15:00,2024-09-12 00:07:00,LB Nagar,Charminar,Hyderabad,384.17,Cash
T003409,2024-09-11 09:09:00,2024-09-11 10:04:00,Rajiv Gandhi Airport,Forum Mall,Hyderabad,771.76,Cash
T000258,2024-09-01 16:15:00,2024-09-01 16:54:00,Mylapore,Taj Coromandel,Chennai,426.93,Online
T002372,2024-09-07 17:50:00,2024-09-07 19:02:00,Colaba,Office Complex,Mumbai,558.46,Online
T005594,2024-09-17 18:59:00,2024-09-17 20:24:00,Lajpat Nagar,Metro Station,Delhi,685.75,Online
T002165,2024-09-07 01:45:00,2024-09-07 02:27:00,Lajpat Nagar,DU Campus,Delhi,211.5,Cash
T001051,2024-09-03 12:33:00,2024-09-03 13:58:00,Jayanagar,Victoria Hospital,Bangalore,982.62,Online
T003253,2024-09-10 14:42:00,2024-09-10 15:35:00,Rohini,AIIMS,Delhi,521.45,Online
T005918,2024-09-18 16:37:00,2024-09-18 18:03:00,Kothrud,Pashan Lake,Pune,749.23,Online
T001052,2024-09-03 08:35:00,2024-09-03 09:28:00,Jubilee Hills,Golconda Fort,Hyderabad,528.45,Cash
T000025,2024-09-01 18:44:00,2024-09-01 19:15:00,Koramangala,IISc Campus,Bangalore,685.41,Cash
T005751,2024-09-17 10:47:00,2024-09-17 11:39:00,Hadapsar,JW Marriott,Pune,325.8,Online
T002978,2024-09-10 11:55:00,2024-09-10 12:29:00,Airport,Mall,Mumbai,345.47,Online
T004710,2024-09-15 05:12:00,2024-09-15 06:19:00,Worli,Market,Mumbai,540.79,Online
T003708,2024-09-12 11:21:00,2024-09-12 12:51:00,Kukatpally,University of Hyderabad,Hyderabad,989.58,Cash
T001845,2024-09-06 07:05:00,2024-09-06 08:01:00,T Nagar,Pondy Bazaar,Chennai,480.42,Online
T004947,2024-09-15 09:18:00,2024-09-15 09:41:00,Kukatpally,Laad Bazaar,Hyderabad,289.71,Online
T004297,2024-09-13 14:30:00,2024-09-13 15:31:00,Colaba,University,Mumbai,484.74,Online
T002483,2024-09-08 03:49:00,2024-09-08 04:13:00,Velachery,IIT Madras,Chennai,319.86,Cash
T004412,2024-09-14 08:18:00,2024-09-14 08:42:00,Powai,Stadium,Mumbai,475.45,Online
T003475,2024-09-11 00:09:00,2024-09-11 00:47:00,LB Nagar,Charminar,Hyderabad,323.75,Cash
T000007,2024-09-01 15:20:00,2024-09-01 16:00:00,Kukatpally,Laad Bazaar,Hyderabad,250.41,Online
T001144,2024-09-04 07:07:00,2024-09-04 07:18:00,Powai,Beach,Mumbai,578.12,Online
T001974,2024-09-06 09:27:00,2024-09-06 10:24:00,Thane,Station,Mumbai,776.51,Cash
T005263,2024-09-16 07:01:00,2024-09-16 07:59:00,Indiranagar,UB City Mall,Bangalore,592.52,Online
T000897,2024-09-03 18:08:00,2024-09-03 19:19:00,Worli,Port,Mumbai,715.49,Online
T001491,2024-09-05 18:30:00,2024-09-05 19:15:00,Indiranagar,ITC Gardenia,Bangalore,422.2,Online
T003137,2024-09-10 19:50:00,2024-09-10 20:44:00,Begumpet,Forum Mall,Hyderabad,303.21,Online
T004983,2024-09-15 15:52:00,2024-09-15 16:53:00,Kondapur,Golconda Fort,Hyderabad,590.86,Online
T003179,2024-09-10 19:52:00,2024-09-10 20:37:00,Airport,Port,Mumbai,766.5,Online
T004759,2024-09-15 17:40:00,2024-09-15 18:41:00,Adyar,Express Avenue,Chennai,248.79,Online
T005115,2024-09-15 11:00:00,2024-09-15 11:24:00,Connaught Place,India Gate,Delhi,233.75,Cash
T003825,2024-09-12 19:47:00,2024-09-12 20:09:00,Dwarka,Lotus Temple,Delhi,628.83,Online
T005120,2024-09-15 08:10:00,2024-09-15 08:25:00,Connaught Place,Red Fort,Delhi,162.18,Online
T002567,2024-09-08 17:32:00,2024-09-08 18:15:00,Andheri,Stadium,Mumbai,591.1,Cash
T002475,2024-09-08 08:52:00,2024-09-08 09:33:00,Kondapur,University of Hyderabad,Hyderabad,600.96,Online
T005235,2024-09-16 00:36:00,2024-09-16 01:18:00,Kempegowda Airport,ITC Gardenia,Bangalore,570.95,Online
T004454,2024-09-14 11:23:00,2024-09-14 12:27:00,FC Road,Pashan Lake,Pune,657.64,Online
T005692,2024-09-17 18:11:00,2024-09-17 19:39:00,Kukatpally,Golconda Fort,Hyderabad,393.39,Online
T004800,2024-09-15 13:16:00,2024-09-15 13:41:00,Vasant Kunj,Lotus Temple,Delhi,337.6,Online
T000001,2024-09-01 21:21:00,2024-09-01 21:39:00,Dwarka,India Gate,Delhi,616.0,Cash
T004798,2024-09-15 11:18:00,2024-09-15 12:26:00,Rohini,Five Star Hotel,Delhi,553.23,Online
T003974,2024-09-13 11:34:00,2024-09-13 11:49:00,Mylapore,Taj Coromandel,Chennai,471.69,Cash
T006749,2024-09-16 17:22:00,2024-09-16 17:44:00,OMR,IIT Madras,Chennai,0.0,Online
T005569,2024-09-17 12:06:00,2024-09-17 12:37:00,Kurla,Mall,Mumbai,462.66,Online
T006466,2024-09-20 19:22:00,2024-09-20 20:15:00,Downtown,Stadium,Mumbai,690.04,Cash
T006561,2024-09-20 09:21:00,2024-09-20 10:42:00,Colaba,Mall,Mumbai,635.1,Online
T005845,2024-09-17 16:22:00,2024-09-17 16:45:00,Jayanagar,Commercial Street,Bangalore,222.72,Online
T003997,2024-09-13 07:14:00,2024-09-13 08:44:00,Jubilee Hills,Forum Mall,Hyderabad,1044.39,Cash
T002743,2024-09-09 19:55:00,2024-09-09 20:51:00,Powai,University,Mumbai,375.37,Cash
T001543,2024-09-05 22:31:00,2024-09-05 23:50:00,Tambaram,Apollo Hospital,Chennai,754.94,Cash
T006567,2024-09-20 08:47:00,2024-09-20 09:00:00,FC Road,Ruby Hall Clinic,Pune,340.77,Online
T001137,2024-09-04 16:09:00,2024-09-04 17:07:00,OMR,Pondy Bazaar,Chennai,497.49,Cash
T005160,2024-09-16 08:37:00,2024-09-16 09:48:00,Pune Airport,COEP Campus,Pune,431.9,Online
T004562,2024-09-14 15:51:00,2024-09-14 16:42:00,Dwarka,India Gate,Delhi,427.37,Online
T003230,2024-09-10 08:02:00,2024-09-10 09:00:00,Kondapur,Golconda Fort,Hyderabad,953.75,Online
T005234,2024-09-16 13:07:00,2024-09-16 13:24:00,Guindy,Express Avenue,Chennai,277.0,Cash
T000420,2024-09-01 15:24:00,2024-09-01 16:39:00,Kothrud,Aga Khan Palace,Pune,534.47,Cash
T000605,2024-09-02 04:22:00,2024-09-02 05:16:00,Worli,Beach,Mumbai,588.18,Cash
T004154,2024-09-13 20:39:00,2024-09-13 21:04:00,OMR,Apollo Hospital,Chennai,356.5,Cash
T005486,2024-09-17 12:18:00,2024-09-17 13:32:00,Gachibowli,Secunderabad Station,Hyderabad,523.41,Cash
T006614,2024-09-20 06:50:00,2024-09-20 07:38:00,Powai,Hotel,Mumbai,897.29,Online
T001924,2024-09-06 12:51:00,2024-09-06 13:56:00,OMR,Taj Coromandel,Chennai,443.67,Online
T001777,2024-09-06 12:03:00,2024-09-06 12:51:00,Baner,Pashan Lake,Pune,274.65,Online
T005672,2024-09-17 20:45:00,2024-09-17 22:07:00,OMR,Central Station,Chennai,623.73,Online
T004402,2024-09-14 15:58:00,2024-09-14 16:23:00,Noida,India Gate,Delhi,595.33,Online
T001835,2024-09-06 17:22:00,2024-09-06 17:59:00,HSR Layout,Manyata Tech Park,Bangalore,237.86,Online
T003037,2024-09-10 11:04:00,2024-09-10 11:58:00,Koregaon Park,Ruby Hall Clinic,Pune,604.54,Online
T003398,2024-09-11 09:22:00,2024-09-11 09:53:00,Indiranagar,Manyata Tech Park,Bangalore,535.43,Online
T005747,2024-09-17 18:39:00,2024-09-17 19:49:00,Janakpuri,AIIMS,Delhi,1423.81,Cash
T002875,2024-09-10 10:49:00,2024-09-10 11:42:00,Colaba,Stadium,Mumbai,757.79,Online
T001434,2024-09-04 10:42:00,2024-09-04 12:05:00,Anna Nagar,Central Station,Chennai,699.21,Cash
T001151,2024-09-04 04:34:00,2024-09-04 05:24:00,Thane,Port,Mumbai,656.54,Online
T005159,2024-09-16 15:44:00,2024-09-16 17:00:00,Deccan,Pashan Lake,Pune,593.43,Online
T002155,2024-09-07 09:15:00,2024-09-07 10:38:00,Worli,Mall,Mumbai,813.11,Cash
T003108,2024-09-10 11:21:00,2024-09-10 11:40:00,Kukatpally,Secunderabad Station,Hyderabad,195.47,Online
T003516,2024-09-11 23:45:00,2024-09-12 00:42:00,Banashankari,Lalbagh,Bangalore,462.67,Online
T000290,2024-09-01 11:52:00,2024-09-01 13:07:00,LB Nagar,Forum Mall,Hyderabad,541.61,Online
T004480,2024-09-14 11:45:00,2024-09-14 13:10:00,Porur,Express Avenue,Chennai,655.59,Cash
T000925,2024-09-03 15:58:00,2024-09-03 17:28:00,Mylapore,IIT Madras,Chennai,310.72,Online
T001262,2024-09-04 15:44:00,2024-09-04 16:52:00,FC Road,Aga Khan Palace,Pune,433.44,Online
T006700,2024-09-06 17:00:00,2024-09-06 17:10:00,Colaba,University,Mumbai,-0.5,Online
T005836,2024-09-17 12:21:00,2024-09-17 13:29:00,Kempegowda Airport,Lalbagh,Bangalore,593.33,Online
T004347,2024-09-13 19:54:00,2024-09-13 20:41:00,Dadar,Mall,Mumbai,1753.4,Cash
T005835,2024-09-17 19:24:00,2024-09-17 20:23:00,Powai,Hotel,Mumbai,711.37,Online
T001313,2024-09-04 17:30:00,2024-09-04 18:44:00,Deccan,COEP Campus,Pune,754.17,Online
T003457,2024-09-11 13:09:00,2024-09-11 14:35:00,Begumpet,Lumbini Park,Hyderabad,830.25,Online
T005934,2024-09-18 05:49:00,2024-09-18 06:15:00,Colaba,Stadium,Mumbai,547.97,Cash
T006235,2024-09-19 09:02:00,2024-09-19 09:56:00,Kukatpally,Charminar,Hyderabad,317.63,Online
T001620,2024-09-05 17:38:00,2024-09-05 18:53:00,Velachery,Apollo Hospital,Chennai,648.2,Online
T002678,2024-09-09 21:25:00,2024-09-09 22:19:00,Banjara Hills,Laad Bazaar,Hyderabad,576.51,Online
T002614,2024-09-08 16:19:00,2024-09-08 16:32:00,Noida,India Gate,Delhi,193.4,Cash
T004489,2024-09-14 17:10:00,2024-09-14 17:30:00,OMR,IIT Madras,Chennai,245.66,Online
T005315,2024-09-16 19:10:00,2024-09-16 19:53:00,Indiranagar,Cubbon Park,Bangalore,292.41,Online
T005099,2024-09-15 09:51:00,2024-09-15 10:11:00,Kothrud,MG Road,Pune,327.7,Online
T005893,2024-09-18 07:59:00,2024-09-18 09:28:00,Banashankari,Chinnaswamy Stadium,Bangalore,704.93,Online
T003600,2024-09-12 15:39:00,2024-09-12 17:05:00,Guindy,Apollo Hospital,Chennai,317.69,Online
T003535,2024-09-12 17:29:00,2024-09-12 18:47:00,Janakpuri,Red Fort,Delhi,729.96,Online
T002943,2024-09-10 09:15:00,2024-09-10 10:28:00,Rohini,Lotus Temple,Delhi,398.21,Online
T001237,2024-09-04 21:15:00,2024-09-04 22:29:00,Powai,Office Complex,Mumbai,730.28,Online
T000243,2024-09-01 17:42:00,2024-09-01 17:52:00,Anna Nagar,Central Station,Chennai,368.74,Cash
T002746,2024-09-09 13:02:00,2024-09-09 13:27:00,Kempegowda Airport,Commercial Street,Bangalore,518.83,Online
T005050,2024-09-15 06:19:00,2024-09-15 07:30:00,Hadapsar,MG Road,Pune,659.93,Online
T000156,2024-09-01 16:25:00,2024-09-01 17:45:00,Connaught Place,Tech Park,Delhi,750.13,Cash
T002272,2024-09-07 19:48:00,2024-09-07 20:05:00,Kukatpally,Secunderabad Station,Hyderabad,212.69,Online
T000790,2024-09-03 19:18:00,2024-09-03 19:45:00,Whitefield,Chinnaswamy Stadium,Bangalore,617.87,Cash
T004486,2024-09-14 07:32:00,2024-09-14 07:43:00,Downtown,Stadium,Mumbai,242.99,Online
T004174,2024-09-13 09:12:00,2024-09-13 09:49:00,Deccan,MG Road,Pune,473.16,Online
T001176,2024-09-04 13:32:00,2024-09-04 14:36:00,Uppal,ITC Kakatiya,Hyderabad,719.0,Online
T004672,2024-09-14 08:14:00,2024-09-14 08:29:00,Chennai Airport,Chepauk Stadium,Chennai,508.54,Cash
T003314,2024-09-11 06:32:00,2024-09-11 07:35:00,Adyar,Marina Beach,Chennai,557.33,Online
T005880,2024-09-18 09:11:00,2024-09-18 09:43:00,Baner,JW Marriott,Pune,1179.54,Cash
T001192,2024-09-04 18:27:00,2024-09-04 18:48:00,Downtown,Station,Mumbai,372.04,Online
T006416,2024-09-19 16:55:00,2024-09-19 17:13:00,Mylapore,Fort St George,Chennai,501.89,Online
